iter	Passed	Remaining
1661	93498	131528
1662	93554	131470
1663	93611	131415
1664	93666	131357
1665	93719	131297
1666	93770	131233
1667	93825	131176
1668	93877	131113
1669	93936	131060
1670	93989	131000
1671	94038	130934
1672	94092	130874
1673	94146	130815
1674	94230	130796
1675	94285	130740
1676	94344	130686
1677	94392	130619
1678	94449	130563
1679	94501	130502
1680	94553	130439
1681	94605	130377
1682	94656	130314
1683	94711	130256
1684	94765	130196
1685	94816	130133
1686	94872	130076
1687	94925	130016
1688	94983	129963
1689	95036	129902
1690	95090	129842
1691	95141	129779
1692	95199	129725
1693	95252	129664
1694	95336	129647
1695	95393	129590
1696	95446	129529
1697	95503	129474
1698	95556	129414
1699	95612	129358
1700	95666	129299
1701	95721	129240
1702	95783	129192
1703	95841	129138
1704	95901	129087
1705	95960	129034
1706	96014	128974
1707	96069	128917
1708	96128	128864
1709	96188	128813
1710	96244	128757
1711	96296	128695
1712	96358	128646
1713	96445	128631
1714	96503	128578
1715	96559	128521
1716	96612	128459
1717	96673	128410
1718	96733	128359
1719	96792	128306
1720	96853	128256
1721	96918	128211
1722	96972	128152
1723	97028	128095
1724	97083	128037
1725	97134	127974
1726	97189	127916
1727	97242	127855
1728	97294	127793
1729	97346	127732
1730	97397	127669
1731	97481	127649
1732	97535	127589
1733	97601	127545
1734	97655	127487
1735	97709	127427
1736	97765	127371
1737	97822	127315
1738	97874	127253
1739	97929	127196
1740	97986	127140
1741	98039	127079
1742	98091	127018
1743	98148	126962
1744	98199	126899
1745	98256	126844
1746	98311	126786
1747	98364	126725
1748	98418	126666
1749	98471	126605
1750	98556	126586
1751	98612	126529
1752	98669	126475
1753	98719	126410
1754	98777	126356
1755	98833	126300
1756	98885	126238
1757	98951	126193
1758	99006	126136
1759	99058	126074
1760	99109	126011
1761	99165	125954
1762	99218	125894
1763	99274	125837
1764	99324	125773
1765	99378	125714
1766	99433	125655
1767	99484	125593
1768	99535	125530
1769	99624	125516
1770	99679	125458
1771	99734	125399
1772	99788	125340
1773	99843	125282
1774	99895	125220
1775	99950	125162
1776	99999	125097
1777	100054	125040
1778	100110	124983
1779	100167	124928
1780	100219	124866
1781	100274	124808
1782	100329	124751
1783	100383	124691
1784	100441	124637
1785	100493	124575
1786	100548	124518
1787	100605	124462
1788	100694	124447
1789	100752	124392
1790	100808	124336
1791	100867	124283
1792	100920	124223
1793	100972	124160
1794	101025	124100
1795	101084	124047
1796	101144	123996
1797	101202	123942
1798	101257	123883
1799	101309	123823
1800	101364	123765
1801	101416	123703
1802	101469	123642
1803	101522	123583
1804	101575	123522
1805	101627	123461
1806	101714	123442
1807	101773	123389
1808	101829	123332
1809	101888	123279
1810	101940	123217
1811	101994	123158
1812	102053	123106
1813	102109	123048
1814	102178	123008
1815	102233	122950
1816	102283	122886
1817	102339	122830
1818	102393	122771
1819	102445	122709
1820	102501	122652
1821	102556	122594
1822	102609	122534
1823	102662	122474
1824	102719	122419
1825	102904	122515
1826	102958	122456
1827	103007	122391
1828	103062	122334
1829	103119	122278
1830	103175	122221
1831	103225	122158
1832	103279	122098
1833	103331	122037
1834	103386	121978
1835	103440	121919
1836	103500	121868
1837	103562	121818
1838	103621	121765
1839	103683	121715
1840	103744	121664
1841	103801	121608
1842	103862	121558
1843	103925	121509
1844	104022	121500
1845	104082	121448
1846	104146	121400
1847	104214	121357
1848	104280	121312
1849	104338	121258
1850	104392	121199
1851	104448	121141
1852	104513	121096
1853	104575	121045
1854	104634	120992
1855	104686	120931
1856	104742	120874
1857	104800	120818
1858	104858	120764
1859	104909	120702
1860	104961	120641
1861	105044	120614
1862	105102	120560
1863	105155	120499
1864	105209	120441
1865	105266	120385
1866	105318	120324
1867	105374	120266
1868	105425	120204
1869	105478	120143
1870	105537	120090
1871	105592	120032
1872	105647	119974
1873	105703	119917
1874	105774	119877
1875	105824	119813
1876	105882	119759
1877	105936	119700
1878	105992	119643
1879	106043	119581
1880	106129	119558
1881	106186	119501
1882	106239	119441
1883	106295	119385
1884	106354	119331
1885	106412	119276
1886	106462	119212
1887	106518	119156
1888	106572	119097
1889	106628	119040
1890	106687	118987
1891	106759	118947
1892	106811	118886
1893	106868	118830
1894	106922	118770
1895	106976	118712
1896	107029	118651
1897	107083	118593
1898	107139	118536
1899	107224	118510
1900	107281	118455
1901	107333	118394
1902	107387	118335
1903	107439	118273
1904	107491	118212
1905	107544	118152
1906	107597	118091
1907	107652	118034
1908	107710	117978
1909	107766	117922
1910	107821	117864
1911	107874	117804
1912	107930	117747
1913	107983	117686
1914	108032	117622
1915	108081	117558
1916	108140	117504
1917	108193	117444
1918	108247	117386
1919	108337	117366
1920	108389	117304
1921	108446	117248
1922	108502	117192
1923	108566	117143
1924	108630	117095
1925	108702	117055
1926	108769	117010
1927	108838	116967
1928	108901	116918
1929	108956	116859
1930	109015	116805
1931	109072	116751
1932	109131	116696
1933	109187	116639
1934	109243	116582
1935	109302	116528
1936	109356	116470
1937	109450	116453
1938	109503	116393
1939	109558	116335
1940	109612	116275
1941	109665	116216
1942	109721	116159
1943	109774	116099
1944	109830	116042
1945	109894	115993
1946	109953	115939
1947	110013	115886
1948	110070	115831
1949	110128	115776
1950	110186	115721
1951	110247	115669
1952	110310	115620
1953	110371	115568
1954	110430	115513
1955	110541	115514
1956	110604	115465
1957	110663	115410
1958	110729	115364
1959	110792	115314
1960	110846	115255
1961	110905	115201
1962	110967	115150
1963	111033	115104
1964	111086	115043
1965	111142	114986
1966	111203	114935
1967	111254	114872
1968	111307	114812
1969	111361	114753
1970	111416	114695
1971	111467	114633
1972	111523	114575
1973	111613	114553
1974	111671	114498
1975	111732	114446
1976	111789	114390
1977	111842	114330
1978	111900	114275
1979	111954	114216
1980	112007	114156
1981	112062	114097
1982	112118	114041
1983	112172	113981
1984	112222	113918
1985	112278	113861
1986	112329	113799
1987	112388	113745
1988	112444	113687
1989	112499	113630
1990	112559	113577
1991	112614	113519
1992	112668	113459
1993	112762	113441
1994	112817	113383
1995	112871	113324
1996	112926	113265
1997	112980	113207
1998	113031	113144
1999	113082	113082
2000	113136	113023
2001	113192	112966
2002	113245	112906
2003	113297	112844
2004	113349	112784
